sample	contig	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids	taxid	name
SRR6145058	k99_1834	deepbgc	0.1.0	deepbgc	k99_1834_455-2483.1	455	2483	2028	3	5	2	0.53487	antibacterial	0.78	0.15	0.14	0.23	Polyketide	0	0.12	0.04	0.5	0.17	0.11	0.15	k99_1834_k99_1834_2;k99_1834_k99_1834_3;k99_1834_k99_1834_4	PF01370;PF04321	PF01694;PF08338;PF01370;PF04321;PF06532	1747	Cutibacterium acnes
SRR6145058	k99_4731	deepbgc	0.1.0	deepbgc	k99_4731_2-2539.1	2	2539	2537	2	3	0	0.52235	antibacterial	0.87	0.03	0.06	0.21	RiPP	0	0.06	0.1	0.08	0.67	0.02	0.09	k99_4731_k99_4731_1;k99_4731_k99_4731_2	NA	PF02687;PF00005;PF13555	1747	Cutibacterium acnes
SRR6145058	k99_1513	deepbgc	0.1.0	deepbgc	k99_1513_74-2271.1	74	2271	2197	3	3	0	0.68905	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_1513_k99_1513_1;k99_1513_k99_1513_2;k99_1513_k99_1513_3	NA	PF02626;PF02682;PF03746	1747	Cutibacterium acnes
SRR6145058	k99_9897	deepbgc	0.1.0	deepbgc	k99_9897_700-1429.1	700	1429	729	2	2	0	0.53475	antibacterial	0.88	0.06	0.14	0.25	NA	0	0.09	0.07	0.28	0.31	0.03	0.27	k99_9897_k99_9897_2;k99_9897_k99_9897_3	NA	PF07223;PF00072	1747	Cutibacterium acnes
SRR6145058	k99_11027	deepbgc	0.1.0	deepbgc	k99_11027_2-734.1	2	734	732	1	1	0	0.50736	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_11027_k99_11027_1	NA	PF00962	1747	Cutibacterium acnes
SRR6145058	k99_5422	deepbgc	0.1.0	deepbgc	k99_5422_843-1005.1	843	1005	162	1	1	0	0.52528	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_5422_k99_5422_1	NA	PF02615	NA	NA
SRR6145058	k99_4032	deepbgc	0.1.0	deepbgc	k99_4032_102-2014.1	102	2014	1912	2	2	0	0.53411	antibacterial	0.82	0.14	0.15	0.28	NA	0.01	0.09	0.07	0.33	0.21	0.03	0.31	k99_4032_k99_4032_1;k99_4032_k99_4032_2	NA	PF00300;PF01522	1747	Cutibacterium acnes
SRR6145058	k99_4032	deepbgc	0.1.0	deepbgc	k99_4032_3003-3198.1	3003	3198	195	1	1	0	0.57125	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_4032_k99_4032_4	NA	PF11021	1747	Cutibacterium acnes
SRR6145058	k99_5424	deepbgc	0.1.0	deepbgc	k99_5424_0-2147.1	0	2147	2147	3	8	5	0.94926	antibacterial	0.62	0.12	0.15	0.11	Polyketide	0	0.31	0.17	0.77	0.01	0	0.04	k99_5424_k99_5424_1;k99_5424_k99_5424_2;k99_5424_k99_5424_3	PF02801;PF08541;PF00108;PF00109;PF08545	PF08545;PF02797;PF08541;PF00550;PF10501;PF00109;PF00108;PF02801	1747	Cutibacterium acnes
SRR6145058	k99_10586	deepbgc	0.1.0	deepbgc	k99_10586_0-3301.1	0	3301	3301	3	5	4	0.60751	antibacterial	0.92	0.31	0.09	0.13	NA	0	0.13	0.13	0.44	0.12	0.16	0.21	k99_10586_k99_10586_1;k99_10586_k99_10586_2;k99_10586_k99_10586_3	PF01408;PF04932;PF01041;PF02894	PF01041;PF01408;PF02629;PF02894;PF04932	1747	Cutibacterium acnes
SRR6145058	k99_10144	deepbgc	0.1.0	deepbgc	k99_10144_2-649.1	2	649	647	2	7	0	0.69932	antibacterial	0.86	0.1	0.17	0.22	NA	0	0.07	0.27	0.28	0.17	0.03	0.23	k99_10144_k99_10144_1;k99_10144_k99_10144_2	NA	PF03596;PF13545;PF01978;PF12802;PF12840;PF09339;PF01022	1234380	Cutibacterium acnes C1
SRR6145058	k99_10780	deepbgc	0.1.0	deepbgc	k99_10780_219-1431.1	219	1431	1212	1	2	2	0.5087	antibacterial	0.89	0.22	0.14	0.21	NA	0	0.09	0.1	0.36	0.19	0.06	0.28	k99_10780_k99_10780_2	PF01408;PF02894	PF02894;PF01408	1747	Cutibacterium acnes
SRR6145058	k99_8637	deepbgc	0.1.0	deepbgc	k99_8637_2-5308.1	2	5308	5306	5	7	2	0.61659	antibacterial	0.84	0.07	0.21	0.28	Other	0	0.01	0.54	0.03	0.01	0	0.41	k99_8637_k99_8637_1;k99_8637_k99_8637_2;k99_8637_k99_8637_3;k99_8637_k99_8637_4;k99_8637_k99_8637_5	PF00202;PF01118	PF14698;PF00206;PF00202;PF00696;PF01960;PF02774;PF01118	1747	Cutibacterium acnes
SRR6145058	k99_1516	deepbgc	0.1.0	deepbgc	k99_1516_2-4366.1	2	4366	4364	4	4	0	0.65176	antibacterial	0.85	0.08	0.17	0.27	NA	0.01	0.11	0.1	0.33	0.2	0.02	0.28	k99_1516_k99_1516_1;k99_1516_k99_1516_2;k99_1516_k99_1516_3;k99_1516_k99_1516_4	NA	PF00291;PF02358;PF00982;PF00296	1747	Cutibacterium acnes
SRR6145058	k99_3530	deepbgc	0.1.0	deepbgc	k99_3530_2-518.1	2	518	516	1	1	0	0.61469	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_3530_k99_3530_1	NA	PF11457	1747	Cutibacterium acnes
SRR6145058	k99_3530	deepbgc	0.1.0	deepbgc	k99_3530_6403-7225.1	6403	7225	822	1	5	0	0.51224	antibacterial	0.89	0.02	0.06	0.15	RiPP	0	0.06	0.04	0.05	0.8	0.03	0.04	k99_3530_k99_3530_7	NA	PF00005;PF01078;PF13555;PF13401;PF13304	1747	Cutibacterium acnes
SRR6145058	k99_12019	deepbgc	0.1.0	deepbgc	k99_12019_2-7734.1	2	7734	7732	9	14	0	0.72425	antibacterial	0.86	0.08	0.04	0.15	RiPP	0	0.03	0.04	0.03	0.84	0.04	0.04	k99_12019_k99_12019_1;k99_12019_k99_12019_2;k99_12019_k99_12019_3;k99_12019_k99_12019_4;k99_12019_k99_12019_5;k99_12019_k99_12019_6;k99_12019_k99_12019_7;k99_12019_k99_12019_8;k99_12019_k99_12019_9	NA	PF00120;PF03951;PF10708;PF00557;PF02554;PF02554;PF13722;PF04328;PF01257;PF00005;PF00448;PF13304;PF13476;PF13555	1234380	Cutibacterium acnes C1
SRR6145058	k99_12019	deepbgc	0.1.0	deepbgc	k99_12019_8761-10466.1	8761	10466	1705	3	2	0	0.56888	antibacterial	0.84	0.06	0.15	0.32	NA	0	0.11	0.12	0.28	0.22	0.04	0.28	k99_12019_k99_12019_11;k99_12019_k99_12019_12;k99_12019_k99_12019_13	NA	PF01497;PF13384	1234380	Cutibacterium acnes C1
SRR6145058	k99_11459	deepbgc	0.1.0	deepbgc	k99_11459_929-2980.1	929	2980	2051	2	2	0	0.55692	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_11459_k99_11459_2;k99_11459_k99_11459_3	NA	PF00498;PF06283	1747	Cutibacterium acnes
SRR6145058	k99_7821	deepbgc	0.1.0	deepbgc	k99_7821_696-1164.1	696	1164	468	1	1	0	0.67666	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.1	0.07	0.33	0.2	0.03	0.32	k99_7821_k99_7821_2	NA	PF11575	1747	Cutibacterium acnes
SRR6145058	k99_12020	deepbgc	0.1.0	deepbgc	k99_12020_1423-2452.1	1423	2452	1029	1	1	0	0.56925	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_12020_k99_12020_2	NA	PF03186	1747	Cutibacterium acnes
SRR6145058	k99_4860	deepbgc	0.1.0	deepbgc	k99_4860_1-2301.1	1	2301	2300	2	4	2	0.63891	antibacterial	0.76	0.06	0.15	0.25	Saccharide	0	0.03	0.04	0.14	0.06	0.68	0.06	k99_4860_k99_4860_1;k99_4860_k99_4860_2	PF04932;PF00534	PF04932;PF13524;PF00534;PF13692	1747	Cutibacterium acnes
SRR6145058	k99_10651	deepbgc	0.1.0	deepbgc	k99_10651_0-2524.1	0	2524	2524	3	4	0	0.68484	antibacterial	0.88	0.06	0.16	0.26	NA	0	0.1	0.09	0.34	0.18	0.03	0.31	k99_10651_k99_10651_1;k99_10651_k99_10651_2;k99_10651_k99_10651_3	NA	PF01613;PF01566;PF14248;PF07730	1747	Cutibacterium acnes
SRR6145058	k99_6443	deepbgc	0.1.0	deepbgc	k99_6443_548-953.1	548	953	405	1	1	0	0.67588	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_6443_k99_6443_2	NA	PF11253	1747	Cutibacterium acnes
SRR6145058	k99_4609	deepbgc	0.1.0	deepbgc	k99_4609_0-132.1	0	132	132	1	3	0	0.5102	antibacterial	0.86	0.07	0.17	0.25	NA	0	0.09	0.13	0.29	0.24	0.02	0.28	k99_4609_k99_4609_1	NA	PF04545;PF09339;PF13542	1747	Cutibacterium acnes
SRR6145058	k99_7881	deepbgc	0.1.0	deepbgc	k99_7881_2-1058.1	2	1058	1056	1	1	0	0.71394	antibacterial	0.86	0.05	0.17	0.21	NA	0	0.06	0.13	0.2	0.43	0	0.2	k99_7881_k99_7881_1	NA	PF00664	1747	Cutibacterium acnes
SRR6145058	k99_6559	deepbgc	0.1.0	deepbgc	k99_6559_2-1295.1	2	1295	1293	1	1	0	0.61394	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.08	0.14	0.32	0.18	0.03	0.29	k99_6559_k99_6559_1	NA	PF01425	1747	Cutibacterium acnes
SRR6145058	k99_6559	deepbgc	0.1.0	deepbgc	k99_6559_1756-2368.1	1756	2368	612	1	1	0	0.51236	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_6559_k99_6559_3	NA	PF01842	1747	Cutibacterium acnes
SRR6145058	k99_4044	deepbgc	0.1.0	deepbgc	k99_4044_239-1265.1	239	1265	1026	1	4	2	0.52651	inhibitor	0.28	0.01	0.67	0.08	NRP	0	0.66	0.05	0.22	0.04	0.03	0.06	k99_4044_k99_4044_1	PF08240;PF00107	PF00107;PF16912;PF01262;PF08240	1747	Cutibacterium acnes
SRR6145058	k99_12023	deepbgc	0.1.0	deepbgc	k99_12023_1-1614.1	1	1614	1613	2	2	0	0.55623	antibacterial	0.82	0.09	0.19	0.26	NA	0	0.09	0.18	0.3	0.2	0.02	0.25	k99_12023_k99_12023_1;k99_12023_k99_12023_2	NA	PF02775;PF01180	1747	Cutibacterium acnes
SRR6145058	k99_8889	deepbgc	0.1.0	deepbgc	k99_8889_1-1408.1	1	1408	1407	1	2	1	0.7604	antibacterial	0.92	0.01	0.04	0.07	Polyketide	0	0.23	0.23	0.54	0	0	0	k99_8889_k99_8889_1	PF00501	PF13193;PF00501	1747	Cutibacterium acnes
SRR6145058	k99_11893	deepbgc	0.1.0	deepbgc	k99_11893_2-842.1	2	842	840	1	3	0	0.50021	antibacterial	0.86	0.05	0.17	0.25	NA	0	0.1	0.09	0.32	0.2	0.03	0.31	k99_11893_k99_11893_1	NA	PF01032;PF00950;PF02653	1747	Cutibacterium acnes
SRR6145058	k99_11031	deepbgc	0.1.0	deepbgc	k99_11031_988-1444.1	988	1444	456	1	2	1	0.56616	antibacterial	0.58	0.03	0.42	0.11	NA	0.08	0.2	0.03	0.07	0.19	0	0.43	k99_11031_k99_11031_3	PF00106	PF13561;PF00106	1747	Cutibacterium acnes
SRR6145058	k99_9836	deepbgc	0.1.0	deepbgc	k99_9836_2-2135.1	2	2135	2133	2	2	1	0.6505	antibacterial	0.78	0.03	0.21	0.14	NA	0	0.22	0.24	0.32	0.1	0.01	0.11	k99_9836_k99_9836_1;k99_9836_k99_9836_2	PF00501	PF02302;PF00501	1747	Cutibacterium acnes
SRR6145058	k99_9901	deepbgc	0.1.0	deepbgc	k99_9901_1700-2324.1	1700	2324	624	1	3	0	0.54828	NA	0.42	0.03	0.3	0.14	NA	0	0.1	0.07	0.29	0.29	0.03	0.27	k99_9901_k99_9901_2	NA	PF00069;PF07714;PF06293	1234380	Cutibacterium acnes C1
SRR6145058	k99_2720	deepbgc	0.1.0	deepbgc	k99_2720_114-1802.1	114	1802	1688	2	6	1	0.63257	antibacterial	0.74	0.06	0.13	0.25	Saccharide	0	0.01	0.06	0.04	0.03	0.83	0.04	k99_2720_k99_2720_1;k99_2720_k99_2720_2	PF00534	PF07681;PF13439;PF13579;PF00534;PF13692;PF13524	1747	Cutibacterium acnes
SRR6145058	k99_9458	deepbgc	0.1.0	deepbgc	k99_9458_2-488.1	2	488	486	1	1	0	0.53678	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_9458_k99_9458_1	NA	PF05076	1747	Cutibacterium acnes
SRR6145058	k99_2271	deepbgc	0.1.0	deepbgc	k99_2271_0-786.1	0	786	786	1	1	0	0.51354	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.11	0.06	0.32	0.21	0.03	0.31	k99_2271_k99_2271_1	NA	PF00144	1234380	Cutibacterium acnes C1
SRR6145058	k99_8707	deepbgc	0.1.0	deepbgc	k99_8707_23-2808.1	23	2808	2785	3	3	1	0.70992	antibacterial	0.8	0.07	0.16	0.24	NA	0	0.08	0.14	0.28	0.21	0.04	0.3	k99_8707_k99_8707_1;k99_8707_k99_8707_2;k99_8707_k99_8707_3	PF02894	PF01261;PF01261;PF02894	1747	Cutibacterium acnes
SRR6145058	k99_6250	deepbgc	0.1.0	deepbgc	k99_6250_273-885.1	273	885	612	1	1	0	0.50053	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_6250_k99_6250_1	NA	PF15420	1747	Cutibacterium acnes
SRR6145058	k99_10023	deepbgc	0.1.0	deepbgc	k99_10023_287-1697.1	287	1697	1410	1	1	0	0.54762	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_10023_k99_10023_2	NA	PF00115	1747	Cutibacterium acnes
SRR6145058	k99_11587	deepbgc	0.1.0	deepbgc	k99_11587_2-1205.1	2	1205	1203	1	1	0	0.50922	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_11587_k99_11587_1	NA	PF05088	1747	Cutibacterium acnes
SRR6145058	k99_11523	deepbgc	0.1.0	deepbgc	k99_11523_2-770.1	2	770	768	1	5	3	0.61284	antibacterial	0.79	0.04	0.17	0.19	Polyketide	0.01	0.04	0.06	0.79	0.02	0.06	0.04	k99_11523_k99_11523_1	PF08659;PF01370;PF00106	PF13561;PF00106;PF08659;PF01370;PF16363	1747	Cutibacterium acnes
SRR6145058	k99_1333	deepbgc	0.1.0	deepbgc	k99_1333_2-3218.1	2	3218	3216	5	12	5	0.855	antibacterial	0.5	0.32	0.19	0.14	Polyketide	0	0.09	0.08	0.68	0.03	0.02	0.16	k99_1333_k99_1333_1;k99_1333_k99_1333_2;k99_1333_k99_1333_3;k99_1333_k99_1333_4;k99_1333_k99_1333_5	PF08242;PF08659;PF00106;PF01370;PF08241	PF13561;PF08659;PF13561;PF00106;PF13460;PF01370;PF08659;PF02104;PF13489;PF13649;PF08242;PF08241	1747	Cutibacterium acnes
SRR6145058	k99_9905	deepbgc	0.1.0	deepbgc	k99_9905_1-1252.1	1	1252	1251	1	2	1	0.5532	antibacterial	0.68	0.15	0.21	0.26	NA	0.03	0.07	0.08	0.35	0.17	0.05	0.3	k99_9905_k99_9905_1	PF01266	PF00890;PF01266	1747	Cutibacterium acnes
SRR6145058	k99_2088	deepbgc	0.1.0	deepbgc	k99_2088_2-2202.1	2	2202	2200	3	2	1	0.57611	antibacterial	0.81	0.06	0.15	0.28	NA	0	0.08	0.13	0.31	0.22	0.04	0.28	k99_2088_k99_2088_1;k99_2088_k99_2088_2;k99_2088_k99_2088_3	PF02894	PF02894;PF13520	1747	Cutibacterium acnes
SRR6145058	k99_1967	deepbgc	0.1.0	deepbgc	k99_1967_2-1766.1	2	1766	1764	1	2	1	0.58421	antibacterial	0.71	0.07	0.12	0.35	NRP	0	0.63	0.08	0.16	0.06	0.01	0.07	k99_1967_k99_1967_1	PF00561	PF12697;PF00561	1747	Cutibacterium acnes
SRR6145058	k99_4114	deepbgc	0.1.0	deepbgc	k99_4114_268-985.1	268	985	717	1	1	0	0.62842	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_4114_k99_4114_2	NA	PF02104	1747	Cutibacterium acnes
SRR6145058	k99_1206	deepbgc	0.1.0	deepbgc	k99_1206_2-3215.1	2	3215	3213	3	4	0	0.6647	antibacterial	0.85	0.05	0.17	0.25	NA	0	0.11	0.1	0.31	0.2	0.03	0.3	k99_1206_k99_1206_1;k99_1206_k99_1206_2;k99_1206_k99_1206_3	NA	PF01032;PF00950;PF01497;PF04213	1747	Cutibacterium acnes
SRR6145058	k99_9654	deepbgc	0.1.0	deepbgc	k99_9654_636-2130.1	636	2130	1494	1	1	1	0.55594	antibacterial	0.83	0.06	0.17	0.3	NA	0	0.11	0.08	0.32	0.2	0.03	0.31	k99_9654_k99_9654_2	PF00171	PF00171	1747	Cutibacterium acnes
SRR6145058	k99_10024	deepbgc	0.1.0	deepbgc	k99_10024_12-336.1	12	336	324	1	2	1	0.54255	antibacterial	0.82	0.12	0.17	0.24	NA	0.11	0.05	0.09	0.3	0.17	0.03	0.3	k99_10024_k99_10024_1	PF00355	PF13806;PF00355	1747	Cutibacterium acnes
SRR6145058	k99_2089	deepbgc	0.1.0	deepbgc	k99_2089_2-854.1	2	854	852	1	4	1	0.53594	antibacterial	0.76	0.06	0.13	0.25	Saccharide	0	0.02	0.04	0.07	0.07	0.75	0.06	k99_2089_k99_2089_1	PF00534	PF00534;PF13692;PF13439;PF13579	1747	Cutibacterium acnes
SRR6145058	k99_2526	deepbgc	0.1.0	deepbgc	k99_2526_232-846.1	232	846	614	2	2	0	0.5682	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.08	0.33	0.21	0.03	0.31	k99_2526_k99_2526_2;k99_2526_k99_2526_3	NA	PF01850;PF09386	1747	Cutibacterium acnes
SRR6145058	k99_9203	deepbgc	0.1.0	deepbgc	k99_9203_1-2444.1	1	2444	2443	4	8	0	0.73888	antibacterial	0.81	0.11	0.16	0.2	NA	0	0.07	0.36	0.23	0.15	0.03	0.19	k99_9203_k99_9203_1;k99_9203_k99_9203_2;k99_9203_k99_9203_3;k99_9203_k99_9203_4	NA	PF12802;PF01047;PF12840;PF01978;PF09339;PF02665;PF02613;PF14711	1234380	Cutibacterium acnes C1
SRR6145058	k99_5993	deepbgc	0.1.0	deepbgc	k99_5993_0-1672.1	0	1672	1672	2	4	2	0.64181	antibacterial	0.57	0.03	0.41	0.11	NA	0.07	0.11	0.03	0.03	0.13	0.33	0.3	k99_5993_k99_5993_1;k99_5993_k99_5993_2	PF02397;PF00106	PF00106;PF13561;PF02397;PF13727	1747	Cutibacterium acnes
SRR6145058	k99_7886	deepbgc	0.1.0	deepbgc	k99_7886_0-2065.1	0	2065	2065	2	2	0	0.68067	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.08	0.05	0.32	0.21	0.07	0.32	k99_7886_k99_7886_1;k99_7886_k99_7886_2	NA	PF13344;PF13229	1747	Cutibacterium acnes
SRR6145058	k99_5994	deepbgc	0.1.0	deepbgc	k99_5994_585-2334.1	585	2334	1749	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_5994_k99_5994_1	NA	PF15870	9606	Homo sapiens
SRR6145058	k99_1532	deepbgc	0.1.0	deepbgc	k99_1532_317-1361.1	317	1361	1044	1	1	0	0.53898	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_1532_k99_1532_2	NA	PF01458	1747	Cutibacterium acnes
SRR6145058	k99_5802	deepbgc	0.1.0	deepbgc	k99_5802_1-982.1	1	982	981	1	8	4	0.51506	antibacterial	0.54	0.19	0.25	0.2	Polyketide	0.03	0.09	0.12	0.61	0.01	0.26	0	k99_5802_k99_5802_1	PF01370;PF02719;PF07993;PF04321	PF16363;PF01370;PF02719;PF07993;PF04321;PF13460;PF01073;PF05368	1747	Cutibacterium acnes
SRR6145058	k99_765	deepbgc	0.1.0	deepbgc	k99_765_897-1041.1	897	1041	144	1	1	0	0.52174	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_765_k99_765_3	NA	PF16870	1234380	Cutibacterium acnes C1
SRR6145058	k99_5867	deepbgc	0.1.0	deepbgc	k99_5867_0-1182.1	0	1182	1182	1	1	0	0.56482	antibacterial	0.87	0.07	0.17	0.27	NA	0	0.09	0.15	0.29	0.19	0.02	0.3	k99_5867_k99_5867_1	NA	PF00676	1747	Cutibacterium acnes
SRR6145058	k99_8845	deepbgc	0.1.0	deepbgc	k99_8845_81-2561.1	81	2561	2480	3	3	0	0.60426	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.08	0.32	0.21	0.03	0.31	k99_8845_k99_8845_1;k99_8845_k99_8845_2;k99_8845_k99_8845_3	NA	PF00590;PF02571;PF02277	1747	Cutibacterium acnes
SRR6145058	k99_9462	deepbgc	0.1.0	deepbgc	k99_9462_356-1601.1	356	1601	1245	1	1	0	0.57132	antibacterial	0.87	0.06	0.17	0.27	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_9462_k99_9462_2	NA	PF01654	1747	Cutibacterium acnes
SRR6145058	k99_7828	deepbgc	0.1.0	deepbgc	k99_7828_0-2753.1	0	2753	2753	2	3	0	0.6746	antibacterial	0.8	0.08	0.18	0.26	NA	0	0.09	0.26	0.24	0.19	0.02	0.23	k99_7828_k99_7828_1;k99_7828_k99_7828_2	NA	PF00425;PF02775;PF02776	1747	Cutibacterium acnes
SRR6145058	k99_2663	deepbgc	0.1.0	deepbgc	k99_2663_64-5687.1	64	5687	5623	12	7	0	0.57576	antibacterial	0.84	0.02	0.07	0.11	RiPP	0	0.08	0.05	0.1	0.8	0.01	0.01	k99_2663_k99_2663_1;k99_2663_k99_2663_2;k99_2663_k99_2663_3;k99_2663_k99_2663_4;k99_2663_k99_2663_5;k99_2663_k99_2663_6;k99_2663_k99_2663_7;k99_2663_k99_2663_8;k99_2663_k99_2663_9;k99_2663_k99_2663_10;k99_2663_k99_2663_11;k99_2663_k99_2663_12	NA	PF01510;PF00005;PF13191;PF03308;PF13304;PF13555;PF01613	1747	Cutibacterium acnes
SRR6145058	k99_10342	deepbgc	0.1.0	deepbgc	k99_10342_248-1130.1	248	1130	882	1	1	0	0.50327	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_10342_k99_10342_2	NA	PF13367	1747	Cutibacterium acnes
SRR6145058	k99_10234	deepbgc	0.1.0	deepbgc	k99_10234_151-1284.1	151	1284	1133	2	2	0	0.60255	antibacterial	0.77	0.11	0.23	0.24	NA	0	0.07	0.08	0.3	0.27	0.03	0.3	k99_10234_k99_10234_1;k99_10234_k99_10234_2	NA	PF02628;PF12698	1747	Cutibacterium acnes
