sample	contig	length
SRR6145058	k99_10691 	 5557
SRR6145058	k99_6708 	 5549
SRR6145058	k99_11513 	 5508
SRR6145058	k99_12039 	 5485
SRR6145058	k99_10946 	 5467
SRR6145058	k99_8273 	 5463
SRR6145058	k99_6323 	 5423
SRR6145058	k99_8637 	 5308
SRR6145058	k99_11723 	 5271
SRR6145058	k99_2329 	 5213
SRR6145058	k99_5621 	 5180
SRR6145058	k99_8395 	 5151
SRR6145058	k99_4709 	 5143
SRR6145058	k99_8984 	 5126
SRR6145058	k99_3328 	 5116
SRR6145058	k99_9343 	 5111
SRR6145058	k99_11174 	 5110
SRR6145058	k99_11615 	 5106
SRR6145058	k99_7525 	 5075
SRR6145058	k99_10235 	 5068
SRR6145058	k99_7368 	 5035
SRR6145058	k99_4378 	 5012
SRR6145058	k99_11818 	 4968
SRR6145058	k99_11825 	 4943
SRR6145058	k99_12007 	 4939
SRR6145058	k99_8992 	 4920
SRR6145058	k99_5527 	 4913
SRR6145058	k99_2853 	 4857
SRR6145058	k99_3516 	 4834
SRR6145058	k99_5637 	 4831
SRR6145058	k99_11575 	 4820
SRR6145058	k99_11838 	 4786
SRR6145058	k99_10042 	 4781
SRR6145058	k99_9057 	 4708
SRR6145058	k99_10920 	 4700
SRR6145058	k99_8967 	 4699
SRR6145058	k99_8433 	 4693
SRR6145058	k99_11697 	 4679
SRR6145058	k99_6317 	 4679
SRR6145058	k99_10797 	 4671
SRR6145058	k99_6117 	 4636
SRR6145058	k99_2494 	 4619
SRR6145058	k99_7239 	 4617
SRR6145058	k99_3873 	 4608
SRR6145058	k99_12034 	 4557
SRR6145058	k99_1928 	 4552
SRR6145058	k99_2183 	 4541
SRR6145058	k99_9901 	 4535
SRR6145058	k99_7963 	 4495
SRR6145058	k99_5391 	 4495
SRR6145058	k99_5078 	 4474
SRR6145058	k99_6316 	 4445
SRR6145058	k99_6826 	 4425
SRR6145058	k99_9304 	 4422
SRR6145058	k99_8964 	 4409
SRR6145058	k99_9584 	 4389
SRR6145058	k99_11972 	 4370
SRR6145058	k99_1516 	 4366
SRR6145058	k99_5174 	 4365
SRR6145058	k99_7216 	 4230
SRR6145058	k99_10232 	 4137
SRR6145058	k99_9277 	 4101
SRR6145058	k99_3309 	 4089
SRR6145058	k99_2746 	 4075
SRR6145058	k99_11893 	 4073
SRR6145058	k99_5742 	 4057
SRR6145058	k99_6220 	 4055
SRR6145058	k99_8558 	 4026
SRR6145058	k99_8881 	 3989
SRR6145058	k99_4933 	 3983
SRR6145058	k99_8349 	 3972
SRR6145058	k99_2858 	 3934
SRR6145058	k99_1333 	 3919
SRR6145058	k99_2424 	 3905
SRR6145058	k99_10144 	 3876
SRR6145058	k99_4053 	 3834
SRR6145058	k99_11943 	 3822
SRR6145058	k99_2828 	 3808
SRR6145058	k99_11805 	 3798
SRR6145058	k99_11527 	 3782
SRR6145058	k99_3308 	 3763
SRR6145058	k99_9654 	 3741
SRR6145058	k99_3919 	 3741
SRR6145058	k99_7079 	 3724
SRR6145058	k99_11770 	 3690
SRR6145058	k99_6980 	 3673
SRR6145058	k99_9921 	 3664
SRR6145058	k99_5410 	 3635
SRR6145058	k99_2166 	 3629
SRR6145058	k99_2449 	 3626
SRR6145058	k99_6477 	 3624
SRR6145058	k99_7355 	 3598
SRR6145058	k99_10634 	 3581
SRR6145058	k99_8323 	 3579
SRR6145058	k99_9347 	 3577
SRR6145058	k99_8068 	 3573
SRR6145058	k99_6801 	 3531
SRR6145058	k99_3283 	 3522
SRR6145058	k99_9381 	 3498
SRR6145058	k99_2217 	 3488
SRR6145058	k99_12036 	 3488
SRR6145058	k99_11914 	 3485
SRR6145058	k99_9148 	 3479
SRR6145058	k99_7155 	 3433
SRR6145058	k99_3687 	 3428
SRR6145058	k99_1784 	 3426
SRR6145058	k99_4638 	 3409
SRR6145058	k99_5386 	 3395
SRR6145058	k99_10586 	 3395
SRR6145058	k99_8032 	 3394
SRR6145058	k99_10605 	 3390
SRR6145058	k99_8587 	 3390
SRR6145058	k99_4761 	 3377
SRR6145058	k99_2863 	 3375
SRR6145058	k99_4509 	 3369
SRR6145058	k99_1358 	 3368
SRR6145058	k99_1927 	 3366
SRR6145058	k99_9726 	 3364
SRR6145058	k99_11417 	 3362
SRR6145058	k99_7479 	 3358
SRR6145058	k99_9188 	 3349
SRR6145058	k99_3747 	 3344
SRR6145058	k99_8537 	 3344
SRR6145058	k99_11206 	 3341
SRR6145058	k99_6411 	 3341
SRR6145058	k99_4676 	 3315
SRR6145058	k99_6731 	 3309
SRR6145058	k99_9114 	 3301
SRR6145058	k99_6867 	 3294
SRR6145058	k99_7685 	 3286
SRR6145058	k99_1320 	 3268
SRR6145058	k99_7316 	 3265
SRR6145058	k99_11748 	 3260
SRR6145058	k99_3045 	 3256
SRR6145058	k99_8665 	 3253
SRR6145058	k99_1646 	 3251
SRR6145058	k99_3548 	 3245
SRR6145058	k99_10437 	 3237
SRR6145058	k99_7874 	 3231
SRR6145058	k99_7461 	 3227
SRR6145058	k99_1206 	 3217
SRR6145058	k99_1656 	 3216
SRR6145058	k99_6192 	 3212
SRR6145058	k99_9445 	 3208
SRR6145058	k99_9568 	 3206
SRR6145058	k99_7337 	 3203
SRR6145058	k99_4032 	 3200
SRR6145058	k99_8958 	 3199
SRR6145058	k99_2026 	 3195
SRR6145058	k99_1878 	 3191
SRR6145058	k99_11046 	 3190
SRR6145058	k99_2071 	 3187
SRR6145058	k99_10733 	 3180
SRR6145058	k99_7494 	 3154
SRR6145058	k99_1257 	 3146
SRR6145058	k99_3374 	 3145
SRR6145058	k99_8465 	 3145
SRR6145058	k99_10894 	 3132
SRR6145058	k99_3262 	 3127
SRR6145058	k99_4635 	 3123
SRR6145058	k99_7828 	 3115
SRR6145058	k99_7331 	 3115
SRR6145058	k99_3497 	 3093
SRR6145058	k99_11486 	 3091
SRR6145058	k99_11322 	 3078
SRR6145058	k99_6911 	 3068
SRR6145058	k99_6491 	 3066
SRR6145058	k99_10608 	 3065
SRR6145058	k99_7236 	 3059
SRR6145058	k99_11459 	 3040
SRR6145058	k99_3034 	 3029
SRR6145058	k99_1464 	 3027
SRR6145058	k99_6381 	 3024
SRR6145058	k99_10113 	 3018
SRR6145058	k99_7532 	 3012
SRR6145058	k99_8035 	 3007
SRR6145058	k99_1548 	 2999
SRR6145058	k99_5934 	 2997
SRR6145058	k99_11066 	 2995
SRR6145058	k99_10374 	 2993
SRR6145058	k99_4347 	 2992
SRR6145058	k99_3963 	 2987
SRR6145058	k99_1451 	 2986
SRR6145058	k99_7343 	 2986
SRR6145058	k99_7674 	 2985
SRR6145058	k99_11847 	 2984
SRR6145058	k99_7951 	 2981
SRR6145058	k99_11413 	 2977
SRR6145058	k99_9884 	 2977
SRR6145058	k99_7421 	 2953
SRR6145058	k99_1520 	 2934
SRR6145058	k99_7866 	 2933
SRR6145058	k99_11939 	 2927
SRR6145058	k99_2720 	 2927
SRR6145058	k99_8941 	 2926
SRR6145058	k99_6401 	 2911
SRR6145058	k99_9084 	 2902
SRR6145058	k99_7843 	 2899
SRR6145058	k99_7516 	 2893
SRR6145058	k99_5329 	 2888
SRR6145058	k99_3245 	 2881
SRR6145058	k99_3921 	 2877
SRR6145058	k99_10993 	 2870
SRR6145058	k99_9121 	 2865
SRR6145058	k99_7774 	 2860
SRR6145058	k99_11643 	 2859
SRR6145058	k99_8948 	 2857
SRR6145058	k99_11043 	 2856
SRR6145058	k99_8107 	 2853
SRR6145058	k99_9570 	 2852
SRR6145058	k99_4432 	 2847
SRR6145058	k99_10583 	 2846
SRR6145058	k99_5571 	 2835
SRR6145058	k99_1921 	 2833
SRR6145058	k99_6414 	 2831
SRR6145058	k99_10078 	 2830
SRR6145058	k99_10557 	 2827
SRR6145058	k99_5041 	 2821
SRR6145058	k99_8170 	 2810
SRR6145058	k99_8707 	 2810
SRR6145058	k99_4614 	 2808
SRR6145058	k99_2088 	 2806
SRR6145058	k99_9205 	 2806
SRR6145058	k99_2271 	 2799
SRR6145058	k99_6559 	 2780
SRR6145058	k99_11291 	 2767
SRR6145058	k99_10024 	 2739
SRR6145058	k99_4325 	 2738
SRR6145058	k99_11350 	 2737
SRR6145058	k99_3367 	 2727
SRR6145058	k99_10468 	 2727
SRR6145058	k99_2773 	 2726
SRR6145058	k99_2099 	 2716
SRR6145058	k99_4361 	 2701
SRR6145058	k99_5644 	 2696
SRR6145058	k99_2932 	 2691
SRR6145058	k99_5629 	 2688
SRR6145058	k99_5690 	 2679
SRR6145058	k99_9458 	 2675
SRR6145058	k99_9429 	 2663
SRR6145058	k99_4731 	 2659
SRR6145058	k99_1264 	 2656
SRR6145058	k99_9712 	 2650
SRR6145058	k99_11757 	 2650
SRR6145058	k99_3404 	 2644
SRR6145058	k99_2371 	 2643
SRR6145058	k99_6534 	 2642
SRR6145058	k99_10346 	 2629
SRR6145058	k99_10416 	 2627
SRR6145058	k99_11337 	 2615
SRR6145058	k99_11172 	 2611
SRR6145058	k99_5431 	 2608
SRR6145058	k99_12020 	 2604
SRR6145058	k99_4764 	 2598
SRR6145058	k99_2693 	 2583
SRR6145058	k99_5209 	 2577
SRR6145058	k99_8845 	 2563
SRR6145058	k99_5969 	 2560
SRR6145058	k99_11687 	 2552
SRR6145058	k99_3274 	 2549
SRR6145058	k99_10646 	 2540
SRR6145058	k99_926 	 2540
SRR6145058	k99_5472 	 2538
SRR6145058	k99_10096 	 2529
SRR6145058	k99_10651 	 2524
SRR6145058	k99_4357 	 2521
SRR6145058	k99_8101 	 2518
SRR6145058	k99_7577 	 2514
SRR6145058	k99_12002 	 2507
SRR6145058	k99_5447 	 2502
SRR6145058	k99_1108 	 2498
SRR6145058	k99_8262 	 2493
SRR6145058	k99_1107 	 2489
SRR6145058	k99_2686 	 2485
SRR6145058	k99_1834 	 2483
SRR6145058	k99_8116 	 2476
SRR6145058	k99_1070 	 2464
SRR6145058	k99_9203 	 2446
SRR6145058	k99_2246 	 2442
SRR6145058	k99_10179 	 2438
SRR6145058	k99_8534 	 2435
SRR6145058	k99_6745 	 2430
SRR6145058	k99_10756 	 2429
SRR6145058	k99_2216 	 2429
SRR6145058	k99_5632 	 2421
SRR6145058	k99_7019 	 2413
SRR6145058	k99_5823 	 2410
SRR6145058	k99_5996 	 2406
SRR6145058	k99_10493 	 2401
SRR6145058	k99_11836 	 2398
SRR6145058	k99_3438 	 2397
SRR6145058	k99_7257 	 2397
SRR6145058	k99_2510 	 2397
SRR6145058	k99_4362 	 2396
SRR6145058	k99_8541 	 2394
SRR6145058	k99_6371 	 2380
SRR6145058	k99_8899 	 2378
SRR6145058	k99_4172 	 2375
SRR6145058	k99_11799 	 2370
SRR6145058	k99_11437 	 2367
SRR6145058	k99_10407 	 2363
SRR6145058	k99_6772 	 2350
SRR6145058	k99_11506 	 2348
SRR6145058	k99_11792 	 2337
SRR6145058	k99_5994 	 2334
SRR6145058	k99_1045 	 2333
SRR6145058	k99_11122 	 2332
SRR6145058	k99_6786 	 2331
SRR6145058	k99_7886 	 2322
SRR6145058	k99_4114 	 2312
SRR6145058	k99_1106 	 2309
SRR6145058	k99_4860 	 2302
SRR6145058	k99_11962 	 2290
SRR6145058	k99_2887 	 2287
SRR6145058	k99_9221 	 2282
SRR6145058	k99_4480 	 2276
SRR6145058	k99_1513 	 2273
SRR6145058	k99_3277 	 2264
SRR6145058	k99_2116 	 2244
SRR6145058	k99_7834 	 2243
SRR6145058	k99_6203 	 2243
SRR6145058	k99_2871 	 2240
SRR6145058	k99_9355 	 2240
SRR6145058	k99_11370 	 2239
SRR6145058	k99_6979 	 2225
SRR6145058	k99_988 	 2223
SRR6145058	k99_6591 	 2217
SRR6145058	k99_9812 	 2216
SRR6145058	k99_5131 	 2213
SRR6145058	k99_2192 	 2212
SRR6145058	k99_1427 	 2208
SRR6145058	k99_8040 	 2203
SRR6145058	k99_5214 	 2201
SRR6145058	k99_10727 	 2201
SRR6145058	k99_11994 	 2190
SRR6145058	k99_6530 	 2184
SRR6145058	k99_7826 	 2179
SRR6145058	k99_8225 	 2177
SRR6145058	k99_1096 	 2176
SRR6145058	k99_3534 	 2173
SRR6145058	k99_11784 	 2172
SRR6145058	k99_7636 	 2164
SRR6145058	k99_9802 	 2163
SRR6145058	k99_2360 	 2162
SRR6145058	k99_7880 	 2159
SRR6145058	k99_10267 	 2157
SRR6145058	k99_4999 	 2155
SRR6145058	k99_11564 	 2149
SRR6145058	k99_5424 	 2147
SRR6145058	k99_4044 	 2143
SRR6145058	k99_3649 	 2142
SRR6145058	k99_9836 	 2137
SRR6145058	k99_5195 	 2134
SRR6145058	k99_11684 	 2131
SRR6145058	k99_9634 	 2128
SRR6145058	k99_6249 	 2118
SRR6145058	k99_7895 	 2117
SRR6145058	k99_4329 	 2116
SRR6145058	k99_9875 	 2115
SRR6145058	k99_8904 	 2109
SRR6145058	k99_2153 	 2109
SRR6145058	k99_8313 	 2107
SRR6145058	k99_814 	 2098
SRR6145058	k99_4015 	 2090
SRR6145058	k99_10381 	 2086
SRR6145058	k99_11523 	 2081
SRR6145058	k99_6458 	 2080
SRR6145058	k99_9143 	 2078
SRR6145058	k99_9141 	 2076
SRR6145058	k99_11543 	 2072
SRR6145058	k99_10884 	 2068
SRR6145058	k99_6742 	 2056
SRR6145058	k99_4210 	 2049
SRR6145058	k99_3276 	 2040
SRR6145058	k99_9235 	 2035
SRR6145058	k99_3639 	 2033
SRR6145058	k99_1741 	 2032
SRR6145058	k99_5739 	 2031
SRR6145058	k99_3617 	 2025
SRR6145058	k99_5557 	 2024
SRR6145058	k99_6781 	 2023
SRR6145058	k99_3001 	 2023
SRR6145058	k99_1967 	 2021
SRR6145058	k99_6087 	 2007
SRR6145058	k99_10169 	 2005
SRR6145058	k99_8211 	 2003
SRR6145058	k99_7127 	 1997
SRR6145058	k99_10610 	 1993
SRR6145058	k99_6556 	 1987
SRR6145058	k99_10063 	 1986
SRR6145058	k99_1345 	 1973
SRR6145058	k99_735 	 1971
SRR6145058	k99_6462 	 1969
SRR6145058	k99_9290 	 1967
SRR6145058	k99_10948 	 1961
SRR6145058	k99_3091 	 1961
SRR6145058	k99_5083 	 1956
SRR6145058	k99_3456 	 1952
SRR6145058	k99_7827 	 1937
SRR6145058	k99_9100 	 1935
SRR6145058	k99_11921 	 1935
SRR6145058	k99_9317 	 1934
SRR6145058	k99_10996 	 1927
SRR6145058	k99_11864 	 1910
SRR6145058	k99_8623 	 1909
SRR6145058	k99_6190 	 1900
SRR6145058	k99_1159 	 1900
SRR6145058	k99_7990 	 1894
SRR6145058	k99_998 	 1894
SRR6145058	k99_2804 	 1885
SRR6145058	k99_7446 	 1884
SRR6145058	k99_840 	 1881
SRR6145058	k99_5740 	 1876
SRR6145058	k99_5193 	 1875
SRR6145058	k99_3588 	 1854
SRR6145058	k99_6349 	 1854
SRR6145058	k99_7853 	 1853
SRR6145058	k99_7749 	 1840
SRR6145058	k99_9087 	 1838
SRR6145058	k99_3762 	 1838
SRR6145058	k99_5227 	 1834
SRR6145058	k99_2064 	 1831
SRR6145058	k99_8687 	 1828
SRR6145058	k99_8619 	 1827
SRR6145058	k99_9469 	 1827
SRR6145058	k99_11451 	 1827
SRR6145058	k99_11062 	 1826
SRR6145058	k99_10206 	 1817
SRR6145058	k99_947 	 1817
SRR6145058	k99_8355 	 1817
SRR6145058	k99_5392 	 1816
SRR6145058	k99_3647 	 1815
SRR6145058	k99_3846 	 1812
SRR6145058	k99_3482 	 1806
SRR6145058	k99_2299 	 1798
SRR6145058	k99_2758 	 1792
SRR6145058	k99_11192 	 1791
SRR6145058	k99_4817 	 1791
SRR6145058	k99_3160 	 1790
SRR6145058	k99_1297 	 1789
SRR6145058	k99_3549 	 1788
SRR6145058	k99_8204 	 1788
SRR6145058	k99_8641 	 1785
SRR6145058	k99_3223 	 1778
SRR6145058	k99_592 	 1777
SRR6145058	k99_9668 	 1777
SRR6145058	k99_6355 	 1775
SRR6145058	k99_11794 	 1772
SRR6145058	k99_9158 	 1770
SRR6145058	k99_9889 	 1768
SRR6145058	k99_4970 	 1763
SRR6145058	k99_6652 	 1761
SRR6145058	k99_3566 	 1759
SRR6145058	k99_10786 	 1758
SRR6145058	k99_8785 	 1750
SRR6145058	k99_10810 	 1749
SRR6145058	k99_2583 	 1747
SRR6145058	k99_3310 	 1745
SRR6145058	k99_1494 	 1744
SRR6145058	k99_11843 	 1741
SRR6145058	k99_7710 	 1741
SRR6145058	k99_8599 	 1738
SRR6145058	k99_12004 	 1737
SRR6145058	k99_1190 	 1736
SRR6145058	k99_2372 	 1733
SRR6145058	k99_10794 	 1728
SRR6145058	k99_7609 	 1728
SRR6145058	k99_11441 	 1721
SRR6145058	k99_8766 	 1716
SRR6145058	k99_1907 	 1713
SRR6145058	k99_11879 	 1711
SRR6145058	k99_9897 	 1711
SRR6145058	k99_5575 	 1708
SRR6145058	k99_1988 	 1705
SRR6145058	k99_1985 	 1702
SRR6145058	k99_5190 	 1700
SRR6145058	k99_10023 	 1699
SRR6145058	k99_10863 	 1694
SRR6145058	k99_10215 	 1693
SRR6145058	k99_3069 	 1692
SRR6145058	k99_10898 	 1687
SRR6145058	k99_4757 	 1684
SRR6145058	k99_9916 	 1683
SRR6145058	k99_896 	 1681
SRR6145058	k99_11708 	 1680
SRR6145058	k99_7371 	 1679
SRR6145058	k99_1714 	 1679
SRR6145058	k99_10105 	 1677
SRR6145058	k99_10216 	 1673
SRR6145058	k99_5993 	 1672
SRR6145058	k99_1386 	 1672
SRR6145058	k99_4056 	 1666
SRR6145058	k99_11572 	 1664
SRR6145058	k99_8011 	 1663
SRR6145058	k99_1195 	 1663
SRR6145058	k99_4414 	 1662
SRR6145058	k99_3736 	 1657
SRR6145058	k99_4570 	 1655
SRR6145058	k99_9862 	 1653
SRR6145058	k99_10488 	 1652
SRR6145058	k99_11535 	 1648
SRR6145058	k99_10916 	 1646
SRR6145058	k99_5516 	 1642
SRR6145058	k99_3379 	 1641
SRR6145058	k99_4173 	 1640
SRR6145058	k99_10174 	 1639
SRR6145058	k99_7679 	 1638
SRR6145058	k99_5738 	 1637
SRR6145058	k99_10762 	 1635
SRR6145058	k99_7295 	 1631
SRR6145058	k99_8711 	 1631
SRR6145058	k99_2752 	 1628
SRR6145058	k99_5085 	 1624
SRR6145058	k99_9110 	 1623
SRR6145058	k99_4855 	 1618
SRR6145058	k99_12023 	 1614
SRR6145058	k99_6809 	 1611
SRR6145058	k99_3348 	 1605
SRR6145058	k99_1446 	 1604
SRR6145058	k99_5416 	 1604
SRR6145058	k99_11027 	 1602
SRR6145058	k99_9462 	 1601
SRR6145058	k99_2980 	 1599
SRR6145058	k99_11658 	 1598
SRR6145058	k99_9131 	 1597
SRR6145058	k99_5325 	 1595
SRR6145058	k99_10094 	 1595
SRR6145058	k99_1476 	 1594
SRR6145058	k99_2826 	 1591
SRR6145058	k99_3202 	 1590
SRR6145058	k99_9986 	 1587
SRR6145058	k99_11367 	 1585
SRR6145058	k99_5067 	 1583
SRR6145058	k99_5670 	 1578
SRR6145058	k99_2814 	 1577
SRR6145058	k99_959 	 1572
SRR6145058	k99_3756 	 1571
SRR6145058	k99_7474 	 1567
SRR6145058	k99_1753 	 1567
SRR6145058	k99_7002 	 1566
SRR6145058	k99_2626 	 1565
SRR6145058	k99_8441 	 1563
SRR6145058	k99_6108 	 1563
SRR6145058	k99_3455 	 1559
SRR6145058	k99_11476 	 1557
SRR6145058	k99_6308 	 1556
SRR6145058	k99_11720 	 1556
SRR6145058	k99_9843 	 1556
SRR6145058	k99_10780 	 1554
SRR6145058	k99_10891 	 1548
SRR6145058	k99_8803 	 1547
SRR6145058	k99_8490 	 1546
SRR6145058	k99_9642 	 1546
SRR6145058	k99_9973 	 1545
SRR6145058	k99_4319 	 1543
SRR6145058	k99_10655 	 1543
SRR6145058	k99_7188 	 1543
SRR6145058	k99_1657 	 1542
SRR6145058	k99_7665 	 1542
SRR6145058	k99_9853 	 1542
SRR6145058	k99_607 	 1541
SRR6145058	k99_5051 	 1541
SRR6145058	k99_10604 	 1537
SRR6145058	k99_2627 	 1537
SRR6145058	k99_10081 	 1536
SRR6145058	k99_2460 	 1535
SRR6145058	k99_9549 	 1529
SRR6145058	k99_9707 	 1527
SRR6145058	k99_3751 	 1523
SRR6145058	k99_11415 	 1523
SRR6145058	k99_9592 	 1521
SRR6145058	k99_8164 	 1518
SRR6145058	k99_1607 	 1516
SRR6145058	k99_4707 	 1516
SRR6145058	k99_504 	 1513
SRR6145058	k99_3987 	 1513
SRR6145058	k99_2756 	 1506
SRR6145058	k99_10050 	 1502
SRR6145058	k99_1619 	 1502
SRR6145058	k99_4997 	 1500
SRR6145058	k99_3539 	 1494
SRR6145058	k99_7071 	 1493
SRR6145058	k99_3164 	 1490
SRR6145058	k99_6528 	 1489
SRR6145058	k99_948 	 1489
SRR6145058	k99_11852 	 1487
SRR6145058	k99_9103 	 1487
SRR6145058	k99_3020 	 1485
SRR6145058	k99_6123 	 1484
SRR6145058	k99_10805 	 1483
SRR6145058	k99_1941 	 1483
SRR6145058	k99_553 	 1475
SRR6145058	k99_8159 	 1474
SRR6145058	k99_7143 	 1470
SRR6145058	k99_5950 	 1460
SRR6145058	k99_9738 	 1458
SRR6145058	k99_1815 	 1457
SRR6145058	k99_11241 	 1456
SRR6145058	k99_4620 	 1451
SRR6145058	k99_8663 	 1449
SRR6145058	k99_9408 	 1447
SRR6145058	k99_3613 	 1447
SRR6145058	k99_3413 	 1446
SRR6145058	k99_11031 	 1444
SRR6145058	k99_7293 	 1443
SRR6145058	k99_9615 	 1440
SRR6145058	k99_826 	 1439
SRR6145058	k99_671 	 1435
SRR6145058	k99_8382 	 1430
SRR6145058	k99_2767 	 1430
SRR6145058	k99_1103 	 1427
SRR6145058	k99_4680 	 1426
SRR6145058	k99_10857 	 1426
SRR6145058	k99_844 	 1423
SRR6145058	k99_7266 	 1421
SRR6145058	k99_8341 	 1420
SRR6145058	k99_10299 	 1420
SRR6145058	k99_10549 	 1417
SRR6145058	k99_2526 	 1415
SRR6145058	k99_1053 	 1414
SRR6145058	k99_8383 	 1414
SRR6145058	k99_8796 	 1412
SRR6145058	k99_9254 	 1412
SRR6145058	k99_10618 	 1411
SRR6145058	k99_11992 	 1411
SRR6145058	k99_10275 	 1409
SRR6145058	k99_8889 	 1408
SRR6145058	k99_11177 	 1406
SRR6145058	k99_2177 	 1406
SRR6145058	k99_9494 	 1404
SRR6145058	k99_9153 	 1393
SRR6145058	k99_11277 	 1392
SRR6145058	k99_1165 	 1392
SRR6145058	k99_7270 	 1388
SRR6145058	k99_6153 	 1385
SRR6145058	k99_4842 	 1384
SRR6145058	k99_11067 	 1380
SRR6145058	k99_11639 	 1378
SRR6145058	k99_3157 	 1374
SRR6145058	k99_5941 	 1371
SRR6145058	k99_4930 	 1369
SRR6145058	k99_11839 	 1364
SRR6145058	k99_5461 	 1363
SRR6145058	k99_1532 	 1362
SRR6145058	k99_8248 	 1362
SRR6145058	k99_4453 	 1360
SRR6145058	k99_5453 	 1357
SRR6145058	k99_11763 	 1356
SRR6145058	k99_9587 	 1353
SRR6145058	k99_11388 	 1352
SRR6145058	k99_6434 	 1350
SRR6145058	k99_5395 	 1348
SRR6145058	k99_5989 	 1347
SRR6145058	k99_9086 	 1345
SRR6145058	k99_4009 	 1344
SRR6145058	k99_4025 	 1343
SRR6145058	k99_5064 	 1339
SRR6145058	k99_1698 	 1336
SRR6145058	k99_5161 	 1336
SRR6145058	k99_1558 	 1327
SRR6145058	k99_3622 	 1325
SRR6145058	k99_8364 	 1321
SRR6145058	k99_6271 	 1319
SRR6145058	k99_8069 	 1317
SRR6145058	k99_2339 	 1312
SRR6145058	k99_2566 	 1309
SRR6145058	k99_8350 	 1309
SRR6145058	k99_10643 	 1307
SRR6145058	k99_5365 	 1306
SRR6145058	k99_7526 	 1306
SRR6145058	k99_2884 	 1306
SRR6145058	k99_2649 	 1304
SRR6145058	k99_650 	 1302
SRR6145058	k99_9878 	 1300
SRR6145058	k99_7589 	 1300
SRR6145058	k99_6278 	 1299
SRR6145058	k99_7264 	 1299
SRR6145058	k99_8977 	 1299
SRR6145058	k99_11558 	 1299
SRR6145058	k99_6443 	 1297
SRR6145058	k99_9083 	 1297
SRR6145058	k99_4169 	 1296
SRR6145058	k99_3452 	 1293
SRR6145058	k99_9676 	 1286
SRR6145058	k99_10772 	 1286
SRR6145058	k99_8005 	 1285
SRR6145058	k99_10234 	 1284
SRR6145058	k99_11977 	 1283
SRR6145058	k99_6301 	 1283
SRR6145058	k99_3018 	 1283
SRR6145058	k99_10320 	 1280
SRR6145058	k99_10724 	 1276
SRR6145058	k99_11819 	 1276
SRR6145058	k99_789 	 1276
SRR6145058	k99_11163 	 1272
SRR6145058	k99_2678 	 1271
SRR6145058	k99_10809 	 1270
SRR6145058	k99_2115 	 1264
SRR6145058	k99_664 	 1262
SRR6145058	k99_8061 	 1262
SRR6145058	k99_6362 	 1261
SRR6145058	k99_5087 	 1258
SRR6145058	k99_4734 	 1258
SRR6145058	k99_873 	 1253
SRR6145058	k99_8181 	 1253
SRR6145058	k99_9905 	 1252
SRR6145058	k99_10364 	 1249
SRR6145058	k99_6287 	 1247
SRR6145058	k99_4026 	 1246
SRR6145058	k99_2900 	 1246
SRR6145058	k99_4508 	 1244
