sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR6145060	Fibrobacteria	204430	C	18	5	23	0.00000
SRR6145060	Endomicrobia	447830	C	5	4	9	0.00000
SRR6145060	Elusimicrobia	641853	C	6	0	6	0.00000
SRR6145060	Ellioviricetes	2497576	C	24	0	24	0.00000
SRR6145060	Dictyoglomia	203486	C	13	0	13	0.00000
SRR6145060	Dehalococcoidia	301297	C	14	0	14	0.00000
SRR6145060	Chthonomonadetes	1077257	C	9	5	14	0.00000
SRR6145060	Chrysiogenetes	118001	C	11	0	11	0.00000
SRR6145060	Chrymotiviricetes	2732458	C	1	0	1	0.00000
SRR6145060	Calditrichae	1962850	C	16	0	16	0.00000
SRR6145060	Caldisericia	693071	C	2	0	2	0.00000
SRR6145060	Caldilineae	475962	C	12	0	12	0.00000
SRR6145060	Blastocatellia	1562566	C	12	0	12	0.00000
SRR6145060	Arfiviricetes	2732423	C	1	0	1	0.00000
SRR6145060	Ardenticatenia	1382928	C	30	0	30	0.00000
SRR6145060	Archaeoglobi	183980	C	17	-2	15	0.00000
SRR6145060	Anaerolineae	292625	C	25	0	25	0.00000
SRR6145060	Amabiliviricetes	2732498	C	1	0	1	0.00000
SRR6145060	Alsuviricetes	2732461	C	14	0	14	0.00000
